epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
1836,1992-09-07,"First game of Season 9.
First episode to have contestants' lectern monitors change from blue to red for Double Jeopardy!
First season to have interviews moved to after the first round.",Jeopardy,"(1, 1)",20TH CENTURY AMERICA,4,"(100,)",False,"On Oct. 18, 1965 David Miller was the first to be arrested under a new law prohibiting burning these",draft cards,1,0
1836,1992-09-07,"First game of Season 9.
First episode to have contestants' lectern monitors change from blue to red for Double Jeopardy!
First season to have interviews moved to after the first round.",Jeopardy,"(2, 1)",MUSICAL THEATRE,1,"(100,)",False,"Originally it was to involve a Jewish boy & a Catholic girl & was to be called ""East Side Story""",West Side Story,1,0
1836,1992-09-07,"First game of Season 9.
First episode to have contestants' lectern monitors change from blue to red for Double Jeopardy!
First season to have interviews moved to after the first round.",Jeopardy,"(3, 1)",MAKEUP,26,"(100,)",False,Some women dye their lashes instead of using this traditional eyelash makeup,mascara,1,0
1836,1992-09-07,"First game of Season 9.
First episode to have contestants' lectern monitors change from blue to red for Double Jeopardy!
First season to have interviews moved to after the first round.",Jeopardy,"(4, 1)",APRIL FOOLS' DAY,21,"(100,)",False,"The United States sent up Tiros I, the 1st satellite of this kind, April 1, 1960",weather satellite,1,0
1836,1992-09-07,"First game of Season 9.
First episode to have contestants' lectern monitors change from blue to red for Double Jeopardy!
First season to have interviews moved to after the first round.",Jeopardy,"(5, 1)",MEDICINE,11,"(100,)",False,"A baby going through this shows symptoms like drooling, gum discomfort, irritability & biting",teething,1,0
1836,1992-09-07,"First game of Season 9.
First episode to have contestants' lectern monitors change from blue to red for Double Jeopardy!
First season to have interviews moved to after the first round.",Jeopardy,"(6, 1)",LAST NAME'S THE SAME,14,"(100,)",False,"Pamela,Benjamin,Aretha",Franklin,1,0
1836,1992-09-07,"First game of Season 9.
First episode to have contestants' lectern monitors change from blue to red for Double Jeopardy!
First season to have interviews moved to after the first round.",Jeopardy,"(1, 2)",20TH CENTURY AMERICA,5,"(200,)",False,"To save copper in 1943, the U.S. government made these out of zinc-coated steel",pennies,1,0
1836,1992-09-07,"First game of Season 9.
First episode to have contestants' lectern monitors change from blue to red for Double Jeopardy!
First season to have interviews moved to after the first round.",Jeopardy,"(2, 2)",MUSICAL THEATRE,2,"(200,)",False,Raul Julia & Sheena Easton recently teamed up to play Don Quixote & Aldonza in this musical,Man of La Mancha,1,0
1836,1992-09-07,"First game of Season 9.
First episode to have contestants' lectern monitors change from blue to red for Double Jeopardy!
First season to have interviews moved to after the first round.",Jeopardy,"(3, 2)",MAKEUP,27,"(200,)",False,Foundation is usually described as oil-based or based with this common liquid,water,1,0
1836,1992-09-07,"First game of Season 9.
First episode to have contestants' lectern monitors change from blue to red for Double Jeopardy!
First season to have interviews moved to after the first round.",Jeopardy,"(4, 2)",APRIL FOOLS' DAY,22,"(200,)",False,"This silent movie ""hunchback"" whose parents were deaf mutes was born April 1, 1883",Lon Chaney,1,1
