epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(1, 1)",UNION MEN,28,"(200,)",False,Joshua Chamberlain & the 20th Maine's counterattack at Little Round Top is said to have saved this pivotal battle for the Union,Gettysburg,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(2, 1)",SPORTSWOMEN,27,"(200,)",False,A'ja Wilson (her dad loved Steely Dan) was the 2023 Finals MVP for this Las Vegas WNBA team named for good cards in blackjack,the Aces,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(3, 1)",TJ MAX,25,"(200,)",False,This Baja city serves as California's main gateway to Mexico,Tijuana,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(4, 1)",FACTS ABOUT FOURSOMES,29,"(200,)",False,"Considered one of the original 4 Cabinet positions, it was first held by Alexander Hamilton",Secretary of the Treasury,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(5, 1)",FOODIE BOOK TITLES,30,"(200,)",False,"""Not in a box. Not with a mouse. Not with a fox. I will not eat them here or there. I do not like them anywhere!"" in this kids' story",Green Eggs and Ham,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(6, 1)",ANTONYMIC PERRYS,23,"(200,)",False,The focus of ethics,right & wrong,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(1, 2)",UNION MEN,22,"(400,)",False,"He survived heavy fire at Antietam in the 23rd Ohio Volunteer Infantry, but not a bullet from an assassin 39 years later",McKinley,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(2, 2)",SPORTSWOMEN,16,"(400,)",False,"With good boxing genes, she retired from pro boxing in 2007 with an undefeated record of 24-0",Laila Ali,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(3, 2)",TJ MAX,20,"(400,)",False,"Every year, you can go to the website for this grocery chain & vote for your favorite TJ's products",Trader Joe's,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(4, 2)",FACTS ABOUT FOURSOMES,24,"(400,)",False,"One of the 4 main sections of a modern orchestra, it includes the French horns & trombones",brass,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(5, 2)",FOODIE BOOK TITLES,26,"(400,)",False,"In 1934 James Hilton said hello & ""Goodbye"", this teacher",Mr. Chips,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(6, 2)",ANTONYMIC PERRYS,4,"(400,)",False,Like puffin plumage,black & white,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(1, 3)",UNION MEN,17,"(600,)",False,Union Major General Lew Wallace is best known for writing this 1880 novel with a chariot race,Ben-Hur,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(2, 3)",SPORTSWOMEN,10,"(600,)",False,"Led by top-order batter Meg Lanning in 2022, Australia has won 7 women's ODI World Cup titles in this sport, the most of any nation",cricket,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(3, 3)",TJ MAX,1,"(600,)",False,This former baseball player lent his name & initials to a type of surgery,Tommy John,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(4, 3)",FACTS ABOUT FOURSOMES,18,"(600,)",False,This fearsome group shows up at the opening of the seven seals in the Book of Revelation,the Four Horsemen (of the Apocalypse),0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(5, 3)",FOODIE BOOK TITLES,19,"(600,)",False,"Bearing this title dish, ""The Whistle Stop Cafe opened... Idgie says... not to worry about getting poisoned, she is not cooking""",fried green tomatoes,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(6, 3)",ANTONYMIC PERRYS,21,"(600,)",False,They're the opposites seen in one-letter form on the Kohler Castia collection,hot & cold,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(1, 4)",UNION MEN,3,"(1400,)",True,"After a march from Atlanta to the sea, Gen. Sherman gave Lincoln a nice Xmas gift--this city, & 150 cannons & 25,000 bales of cotton",Savannah,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(2, 4)",SPORTSWOMEN,11,"(800,)",False,"In London, in 2019, Fallon Sherrock became the first woman to beat a man at the PDC World Championship of this game",darts,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(3, 4)",TJ MAX,2,"(800,)",False,"It's Rah! Rah! Rah! for TJ, short for this track & field event that Pedro Pichardo took gold in at the 2020 Olympics",the triple jump,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(4, 4)",FACTS ABOUT FOURSOMES,6,"(800,)",False,"The ancient Greeks believed the 4 these--blood, phlegm, yellow bile & black bile--affect health & mood",humors,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(5, 4)",FOODIE BOOK TITLES,15,"(800,)",False,"To help those dealing with change, in a 1998 title, Spencer Johnson asked, ""Who"" did this?",Who Moved My Cheese?,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(6, 4)",ANTONYMIC PERRYS,7,"(800,)",False,This basketball violation is technically a case of traveling,up & down,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(1, 5)",UNION MEN,9,"(1000,)",False,"He couldn't get it done as a general for Lincoln, but New Jersey drafted him to be governor in 1878",McClellan,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(2, 5)",SPORTSWOMEN,12,"(1000,)",False,This LSU gymnast claims the title of most followed NCAA athlete on social media,Olivia Dunne,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(3, 5)",TJ MAX,13,"(1000,)",False,"Nicknames for him include ""The Pen of the Revolution"" & ""The Apostle of Democracy""",Thomas Jefferson,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(4, 5)",FACTS ABOUT FOURSOMES,5,"(1000,)",False,Durandal is a legendary one of these that are also one of the 4 suits in tarot,a sword,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(5, 5)",FOODIE BOOK TITLES,14,"(1000,)",False,"A grasshopper, earthworm & centipede appear in this book by Roald Dahl",James and the Giant Peach,0,0
9103,2024-05-15,Grant DeYoung game 1.,Jeopardy,"(6, 5)",ANTONYMIC PERRYS,8,"(1000,)",False,A plastic collar stiffener & an ancient Asia board game,stay & Go,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(2, 1)",TREES,28,"(400,)",False,"A gift from Japan, the first shipment of these trees to Washington, D.C. in 1910 had to be destroyed due to an infestation",cherry blossoms,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(3, 1)",IN THE PERIOD FILM,29,"(400,)",False,"It's the role Nicole Kidman played in ""Being the Ricardos""",Lucille Ball (Lucy Arnaz),0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(4, 1)",THE RUNAWAYS,27,"(400,)",False,"Some people really have ""run away & joined"" this; future elephant trainer Ted Svertesky did at just 13",the circus,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(5, 1)",ONCE YUGOSLAVIA,26,"(400,)",False,Belgrade sits on the confluence of the Sava & this second-longest European river,the Danube,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(6, 1)",THE NEXT WORD IN THE DICTIONARY AFTER...,25,"(400,)",False,Amodiaquin (an antimalarial): this protozoan,amoeba,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(1, 2)",2020s POLITICS,24,"(800,)",False,In June 2023 the Pres. began talking up this 10-letter word for his program of investing in America & empowering workers,Bidenomics,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(2, 2)",TREES,17,"(800,)",False,"The raffia, a tropical type of this tree, has leaves that can grow up to 70 feet long",a palm,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(3, 2)",IN THE PERIOD FILM,1,"(800,)",False,"This funny guy directed, wrote & starred as a 1930s nightclub owner named Quick in 1989's ""Harlem Nights""",Eddie Murphy,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(4, 2)",THE RUNAWAYS,21,"(800,)",False,"An early ""escape"" by him was running away from his impoverished rabbinical family home in Milwaukee at age 12",Houdini,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(5, 2)",ONCE YUGOSLAVIA,23,"(800,)",False,Dubrovnik is in this region of Croatia that also ends in -atia & gave its name to a dog breed,Dalmatia,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(6, 2)",THE NEXT WORD IN THE DICTIONARY AFTER...,22,"(800,)",False,Beidellite (a constituent of some clays): this color,beige,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(1, 3)",2020s POLITICS,16,"(1200,)",False,"Memphis elects its mayor in one round, without this secondary vote for the top 2; the 2023 winner got 28%, among 17 candidates",a runoff,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(2, 3)",TREES,13,"(1200,)",False,"That's not spray paint, that's the actual color of the bark that gives the eucalyptus this name",the rainbow tree (a rainbow gum),0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(3, 3)",IN THE PERIOD FILM,2,"(1200,)",False,"In ""Atonement"", set partly during World War II, she played Cecilia Tallis; she's also been to the 1790s as Elizabeth Bennet",Keira Knightley,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(4, 3)",THE RUNAWAYS,14,"(1200,)",False,Runaway slave Henry Brown adopted this middle name for what he made it to freedom in,Box,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(5, 3)",ONCE YUGOSLAVIA,10,"(1200,)",False,A type of traditional door knocker is a symbol of this capital of Bosnia & Herzegovina,Sarajevo,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(6, 3)",THE NEXT WORD IN THE DICTIONARY AFTER...,5,"(1200,)",False,Leguleian (a pesky attorney): this type of edible veggie,legume,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(1, 4)",2020s POLITICS,18,"(4000,)",True,"Quite the center of attention in 2022, in the '60s this senator played QB for West Virginia & assistant coach Bobby Bowden",Joe Manchin,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(2, 4)",TREES,11,"(1600,)",False,"Carvings on headstones of this tree with drooping branches not only symbolize mourning, but also rebirth",weeping willow,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(3, 4)",IN THE PERIOD FILM,3,"(1600,)",False,In 1996 Liam Neeson played this Irish freedom fighter who was killed in an ambush in 1922,Michael Collins,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(4, 4)",THE RUNAWAYS,15,"(5000,)",True,"Runaway Production (shows shot outside L.A.) is big in this foreign city; on ""Suits"" it played NYC, less than a 2-hour flight away",Toronto,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(5, 4)",ONCE YUGOSLAVIA,9,"(1600,)",False,"Italy borders 6 countries, including this former Yugoslav republic",Slovenia,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(6, 4)",THE NEXT WORD IN THE DICTIONARY AFTER...,6,"(1600,)",False,Rauwolfia (a somewhat poisonous tree): this verb meaning to pillage or plunder,ravage,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(1, 5)",2020s POLITICS,19,"(2000,)",False,Members of this conservative caucus formed in 2015 were instrumental in ending Kevin McCarthy's speakership,the Freedom Caucus,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(2, 5)",TREES,12,"(2000,)",False,"Providing shade, shelter & some food, here's this iconic tree at sunset on the Serengeti",an acacia tree,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(3, 5)",IN THE PERIOD FILM,4,"(2000,)",False,"In 2020, this actor played a duke over on Netflix & in the period movie ""Sylvie's Love"", he played a jazz cat named Chico",Regé-Jean Page,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(4, 5)",THE RUNAWAYS,20,"(2000,)",False,"This Japanese author's 2002 novel ""Kafka on the Shore"" isn't about a European author but teenage runaway Kafka Tamura",(Haruki) Murakami,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(5, 5)",ONCE YUGOSLAVIA,8,"(2000,)",False,"Seen here is the Imperial Mosque in Pristina, the capital of this country",Kosovo,0,0
9103,2024-05-15,Grant DeYoung game 1.,Double Jeopardy,"(6, 5)",THE NEXT WORD IN THE DICTIONARY AFTER...,7,"(2000,)",False,"Folsomoid (resembling a Folsom spear point): this, to incite a revolution",foment,0,0
9103,2024-05-15,Grant DeYoung game 1.,Final Jeopardy,"(1, 1)",19th CENTURY LITERARY CHARACTERS,0,(),False,"John Elwes, a millionaire Member of Parliament who would go to bed before dusk to save on candles, inspired this character",(Ebenezer) Scrooge,0,0
