epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(1, 1)",NATIONAL GEOGRAPHIC ATLAS OF THE NATIONAL PARKS,29,"(200,)",False,Here's a view of this Utah national park through one of the sandstone features for which it is named,Arches,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(2, 1)","THE SHAKESPEARE PLAY, & I QUOTE...",22,"(200,)",False,"Tybalt,Act I, scene v:""Uncle""",Romeo and Juliet,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(3, 1)",SCHOOL DAYS,20,"(200,)",False,"(Norman Lear delivers the clue.)  From the Latin for ""citizen"", it's the study of the rights & duties of citizens; I took it at P.S. 67 in New York & it would help our country if more kids studied it now",civics,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(4, 1)",MUSICAL INSTRUMENTS,30,"(200,)",False,Sackbut is an old name for this instrument that has a slide & a bell,a trombone,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(5, 1)",THE TOTALLY RAD 1980s,26,"(200,)",False,"Hey, babe!  I made you a bitchin' mixtape to play on this Sony item that dominated the '80s & began in the U.S. as the ""Soundabout""",a Walkman,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(6, 1)",THE OSCARS,24,"(200,)",False,Nearly 44 million people were watching the Oscars on ABC in 2014 when this film about Solomon Northup won Best Picture,12 Years a Slave,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(1, 2)",NATIONAL GEOGRAPHIC ATLAS OF THE NATIONAL PARKS,28,"(400,)",False,"This national park in New Mexico is home to large colonies of bats, as seen here",Carlsbad Caverns,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(2, 2)","THE SHAKESPEARE PLAY, & I QUOTE...",21,"(400,)",False,"Ariel,Act I, scene ii:""No""",The Tempest,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(3, 2)",SCHOOL DAYS,19,"(400,)",False,"Adam Sandler's song ""Lunchlady Land"" says, ""Yesterday's meatloaf is today's"" this",sloppy joe,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(4, 2)",MUSICAL INSTRUMENTS,27,"(400,)",False,These paired rattles of Latin America are traditionally made using gourds filled with beads or seeds,maracas,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(5, 2)",THE TOTALLY RAD 1980s,25,"(400,)",False,Duuuude!  You were a massive Spicoli wearing this brand's checkered slip-on sneakers!,Vans,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(6, 2)",THE OSCARS,23,"(400,)",False,"On Oscar night 2016 Best Animated Short went to ""Bear Story""; this other bear story won Best Actor & Best Director",The Revenant,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(1, 3)",NATIONAL GEOGRAPHIC ATLAS OF THE NATIONAL PARKS,5,"(600,)",False,"The name of this waterfall on the Merced River in Yosemite means ""occurring in spring"", also the time to see it at its peak",Vernal,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(2, 3)","THE SHAKESPEARE PLAY, & I QUOTE...",2,"(600,)",False,"Mustardseed,Act III, scene i:""Mustardseed""",A Midsummer Night's Dream,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(3, 3)",SCHOOL DAYS,16,"(600,)",False,"The 2-word title of a 1972 George Carlin album, it's what George probably was at Corpus Christi Grammar School",Class Clown,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(4, 3)",MUSICAL INSTRUMENTS,14,"(600,)",False,Vivaldi wrote a piece for strings & this instrument that's often associated with beginner musicians,recorder,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(5, 3)",THE TOTALLY RAD 1980s,1,"(600,)",False,"I thought this movie about Olympic runners would be grody to the max but not even!  It won Best Pic, & everyone loves Vangelis!",Chariots of Fire,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(6, 3)",THE OSCARS,8,"(600,)",False,"This half of a sibling duo runs the gamut from ""There's Something About Mary"" to ""Green Book"", for which he won 2 Oscars",Peter Farrelly,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(1, 4)",NATIONAL GEOGRAPHIC ATLAS OF THE NATIONAL PARKS,4,"(800,)",False,"Head to Sequoia National Park to salute the tree named this, the world's largest by volume",the General Sherman,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(2, 4)","THE SHAKESPEARE PLAY, & I QUOTE...",11,"(800,)",False,"Christopher Sly,Act I, scene i:""Yes""",The Taming of the Shrew,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(3, 4)",SCHOOL DAYS,17,"(800,)",False,High school math! These equations that don't use exponents are so named because of the way they can be graphed,linear equations,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(4, 4)",MUSICAL INSTRUMENTS,13,"(800,)",False,"The score of the movie ""The Third Man"" was performed by Anton Karas, playing this stringed instrument",a zither,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(5, 4)",THE TOTALLY RAD 1980s,3,"(800,)",False,"I was so stoked when this Team USA hockey captain scored the winning goal against the Soviets in 1980's ""Miracle on Ice""!",Eruzione,0,0
goattournament_1,2020-01-07,"Jeopardy!: The Greatest of All Time match 1, game 1.",Jeopardy,"(6, 4)",THE OSCARS,9,"(800,)",False,"The second, third & fourth Oscars for Best Actress went to Canadian-born women, starting with her, ""America's Sweetheart""",Pickford,0,0
