epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(1, 1)",AROUND THE TIME YOU WERE BORN,13,"(200,)",False,"Also called the Millennium Bug, this alphanumeric issue thankfully proved to be a non-problem on Jan. 1, 2000",Y2K,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(2, 1)",THROWING SERIOUS SHADE,29,"(200,)",False,"""Great"" these ""from little acorns grow"", & grow they do; here's Ohio's six-century-old Logan one",oak,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(3, 1)",HAIKU THAT NOVEL!,27,"(200,)",False,"19th century /Once titled ""First Impressions"" /Is Darcy the one?",Pride and Prejudice,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(4, 1)",TOY STORIES,1,"(200,)",False,This brand's Vortex Vigilon could launch its soft discs up to 50 feet,Nerf,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(5, 1)",THEY'RE MULTI-TALENTED,30,"(200,)",False,"This singer has the role of Marion Crane on ""Bates Motel"" under her large entertainment & fashion umbrella-ella-ella",Rihanna,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(6, 1)","GET YOUR ""M_B_A""",18,"(200,)",False,"2-word expression meaning ""I am at fault""",my bad,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(1, 2)",AROUND THE TIME YOU WERE BORN,14,"(400,)",False,"It took 11 years & about $25 million, but in 2001 this landmark was reopened with its tilt reduced by about 16 inches",the Leaning Tower of Pisa,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(2, 2)",THROWING SERIOUS SHADE,7,"(400,)",False,"The 330-foot Centurion, this type of tree, survived Tasmanian bushfires in 2019, to the relief of koalas everywhere",a eucalyptus,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(3, 2)",HAIKU THAT NOVEL!,3,"(400,)",False,Dust Bowl to Cali /No kicks on Route 66 /The Joad to ruin,The Grapes of Wrath,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(4, 2)",TOY STORIES,4,"(400,)",False,These toys that became a TV & movie franchise sprang from Japanese toy lines called Diaclone & Micro Change,Transformers,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(5, 2)",THEY'RE MULTI-TALENTED,28,"(400,)",False,"She sang ""Lose You To Love Me"" before dealing with ""Only Murders in the Building"" on Hulu",Selena Gomez,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(6, 2)","GET YOUR ""M_B_A""",15,"(400,)",False,The black species of this snake is actually dark brown to gray,a mamba,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(1, 3)",AROUND THE TIME YOU WERE BORN,8,"(600,)",False,"Released in 2003, this Pixar film about a dad trying to locate his son earned nearly $1 billion worldwide",Finding Nemo,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(2, 3)",THROWING SERIOUS SHADE,21,"(600,)",False,"South of Alaska, there's a Sitka one of these trees in Oregon that's 144 feet tall with a 93-foot crown spread",a spruce,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(3, 3)",HAIKU THAT NOVEL!,2,"(600,)",False,Remote health resort /Masha's Tranquillum House... rough /An octet plus one,Nine Perfect Strangers,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(4, 3)",TOY STORIES,10,"(600,)",False,"Yasmin, Cloe, Sasha & Jade were the original lineup of these ""anti-Barbies""",Bratz,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(5, 3)",THEY'RE MULTI-TALENTED,26,"(600,)",False,"Onscreen, this big guy was ""Kazaam""; on the music scene, he knew ""You Can't Stop the Reign""; on the court, he won 4 NBA titles",Shaquille O'Neal,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(6, 3)","GET YOUR ""M_B_A""",5,"(600,)",False,"eBay has a category called ""Vintage sports"" this, souvenirs of famous events",memorabilia,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(1, 4)",AROUND THE TIME YOU WERE BORN,9,"(800,)",False,"On Dec. 13, 2003 U.S. forces near Tikrit found this president of Iraq underground; a gun was present, but he did not fire a shot",(Saddam) Hussein,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(2, 4)",THROWING SERIOUS SHADE,11,"(1000,)",True,"Architectural Digest: ""Say"" this & ""most people envision large shade trees with fragrant blossoms that evoke the American South""",magnolia,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(3, 4)",HAIKU THAT NOVEL!,20,"(800,)",False,"Oasis, by Cline /Praise... ""Wonka meets 'The Matrix'"" /--USA Today",Ready Player One,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(4, 4)",TOY STORIES,19,"(800,)",False,"Known as Go Go Hamsters in the U.K., they were a smash hit for Christmas 2009",ZhuZhu Pets,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(5, 4)",THEY'RE MULTI-TALENTED,6,"(800,)",False,"She created & starred in ""Fleabag"" as well as co-writing ""No Time to Die"", & what a crossover that would be!",Phoebe Waller-Bridge,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(6, 4)","GET YOUR ""M_B_A""",16,"(800,)",False,It's the headgear you'll wear at commencement,a mortarboard,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(1, 5)",AROUND THE TIME YOU WERE BORN,12,"(1000,)",False,"To collect solar wind particles, in 2001 NASA sent up this spacecraft that shares its name with a Bible book & a dad rock band",Genesis,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(2, 5)",THROWING SERIOUS SHADE,22,"(1000,)",False,"Climbed with a tape measure in 2019, a 330' yellow meranti on this Malaysian/Indonesian island was dubbed tallest tropical tree",Borneo,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(3, 5)",HAIKU THAT NOVEL!,25,"(1000,)",False,A Pilgrim's progress /Vonnegut: unstuck in time /Catchphrase... So it goes,Slaughterhouse-Five,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(4, 5)",TOY STORIES,23,"(1000,)",False,"The National Toy Hall of fame calls this, created in 1974, the ""most popular puzzle in history""",the Rubik's Cube,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(5, 5)",THEY'RE MULTI-TALENTED,24,"(1000,)",False,"This actor/writer/director/whatever else he wants to put on his resume has certainly come out of ""the Shadows""",Taika Waititi,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Jeopardy,"(6, 5)","GET YOUR ""M_B_A""",17,"(1000,)",False,It's an African name for a xylophone,marimba,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Double Jeopardy,"(1, 1)",EUROPEAN HISTORY,27,"(400,)",False,"In the 20th century Portugal's Antonio Salazar created the ""Estado Novo"", or this",New State,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Double Jeopardy,"(2, 1)",U.S. BODIES OF WATER,28,"(400,)",False,This Great Lake takes a little bite out of Indiana's northwest corner,(Lake) Michigan,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Double Jeopardy,"(3, 1)",PICK A MAJOR,30,"(400,)",False,"The intervals in a major one of these go tone, tone, semitone, tone, tone, tone, semitone",scale,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Double Jeopardy,"(4, 1)",TECH TALK,1,"(400,)",False,These deceptive videos can be created by using A.I. to put one celebrity's head on another's body; the word dates to 2017,a deepfake,0,0
ncc_12,2022-02-16,2022 National College Championship quarterfinal game 12.,Double Jeopardy,"(5, 1)",THE FUTURE'S NOT SO BRIGHT...,13,"(400,)",False,"""Another Life"" has Katee Sackhoff saving her crew by sending them through one of these intergalactic passageways",a wormhole,0,0
