epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
superjeopardy_11,1990-08-25,Super Jeopardy! quarterfinal game 9.,Jeopardy,"(1, 1)",GEOGRAPHY,5,"(200,)",False,"The Sahel is a zone of sparse, grassy vegetation on the edge of this desert",Sahara,0,0
superjeopardy_11,1990-08-25,Super Jeopardy! quarterfinal game 9.,Jeopardy,"(2, 1)",ACTORS & THEIR ROLES,25,"(200,)",False,G. Depardieu was named best actor at Cannes for playing this swordsman; you might say he won by a nose,Cyrano de Bergerac,0,0
superjeopardy_11,1990-08-25,Super Jeopardy! quarterfinal game 9.,Jeopardy,"(3, 1)",AMERICAN LITERATURE,21,"(200,)",False,In “Moby Dick” the narrator begins by telling the reader to call him this,Ismael,0,0
superjeopardy_11,1990-08-25,Super Jeopardy! quarterfinal game 9.,Jeopardy,"(4, 1)",HOLIDAYS & OBSERVANCES,12,"(200,)",False,On the 2nd Saturday in May this country observes National Windmill Day,Holland (or The Netherlands),0,0
superjeopardy_11,1990-08-25,Super Jeopardy! quarterfinal game 9.,Jeopardy,"(5, 1)",PHOTOGRAPHY,2,"(200,)",False,"Light regulator that comes in leaf, rotary & focal-plane types",a shutter,0,0
superjeopardy_11,1990-08-25,Super Jeopardy! quarterfinal game 9.,Jeopardy,"(6, 1)",SPELLING,18,"(200,)",False,"A creamy salad dressing made with raw egg yolk, oil, vinegar or lemon juice & seasonings",M-A-Y-O-N-N-A-I-S-E,0,0
superjeopardy_11,1990-08-25,Super Jeopardy! quarterfinal game 9.,Jeopardy,"(1, 2)",GEOGRAPHY,6,"(400,)",False,Among principal mountain ranges in this country are the Wicklow & MacGillicuddy's Reeks,Ireland,0,0
superjeopardy_11,1990-08-25,Super Jeopardy! quarterfinal game 9.,Jeopardy,"(2, 2)",ACTORS & THEIR ROLES,1,"(400,)",False,"Clint Eastwood's role in “White Hunter, Black Heart” was inspired by this director of “The African Queen”",John Huston,0,0
superjeopardy_11,1990-08-25,Super Jeopardy! quarterfinal game 9.,Jeopardy,"(3, 2)",AMERICAN LITERATURE,22,"(400,)",False,C. Auguste Dupin is an amateur detective who appears in 3 of his short stories,(Edgar Allan) Poe,0,0
superjeopardy_11,1990-08-25,Super Jeopardy! quarterfinal game 9.,Jeopardy,"(4, 2)",HOLIDAYS & OBSERVANCES,13,"(400,)",False,"This N.Y. congresswoman, known for her hats, introduced the bill creating Women's Equality Day",Bella Abzug,0,0
superjeopardy_11,1990-08-25,Super Jeopardy! quarterfinal game 9.,Jeopardy,"(5, 2)",PHOTOGRAPHY,11,"(400,)",False,Film is coated with light sensitive halides of this metal suspended in gelatin,silver,0,0
superjeopardy_11,1990-08-25,Super Jeopardy! quarterfinal game 9.,Jeopardy,"(6, 2)",SPELLING,19,"(400,)",False,In German it means “lightning war”,B-L-I-T-Z-K-R-I-E-G,0,0
superjeopardy_11,1990-08-25,Super Jeopardy! quarterfinal game 9.,Jeopardy,"(1, 3)",GEOGRAPHY,8,"(600,)",False,"Associated with Jesus' childhood, this city in lower Galilee is the largest Arab city in Israel",Nazareth,0,0
superjeopardy_11,1990-08-25,Super Jeopardy! quarterfinal game 9.,Jeopardy,"(2, 3)",ACTORS & THEIR ROLES,3,"(600,)",False,2-time Oscar winner who made her feature film debut in “Julia” & played W. Allen's ex in “Manhattan”,Meryl Streep,0,0
superjeopardy_11,1990-08-25,Super Jeopardy! quarterfinal game 9.,Jeopardy,"(3, 3)",AMERICAN LITERATURE,20,"(600,)",False,Nick Adams is the protagonist in many of the short stories in this author's “In Our Time”,Hemingway,0,0
superjeopardy_11,1990-08-25,Super Jeopardy! quarterfinal game 9.,Jeopardy,"(4, 3)",HOLIDAYS & OBSERVANCES,14,"(600,)",False,The earliest date on which this holiday can fall is October 8th,Columbus Day,0,0
superjeopardy_11,1990-08-25,Super Jeopardy! quarterfinal game 9.,Jeopardy,"(5, 3)",PHOTOGRAPHY,15,"(600,)",False,This letter is used to designate the aperture of a lens,f,0,0
superjeopardy_11,1990-08-25,Super Jeopardy! quarterfinal game 9.,Jeopardy,"(6, 3)",SPELLING,28,"(600,)",False,"From the Greek, it's a fictitious name used by an author",P-S-E-U-D-O-N-Y-M,0,0
