epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
superjeopardy_10,1990-08-18,Super Jeopardy! quarterfinal game 8.,Jeopardy,"(1, 1)","""CAT""EGORY",16,"(200,)",False,A substance that speeds up a chemical reaction without being consumed itself is called this,catalyst,0,0
superjeopardy_10,1990-08-18,Super Jeopardy! quarterfinal game 8.,Jeopardy,"(2, 1)",SEAS,1,"(200,)",False,"The early Romans called it mare nostrum, meaning “our sea”",Mediterranean,0,0
superjeopardy_10,1990-08-18,Super Jeopardy! quarterfinal game 8.,Jeopardy,"(3, 1)",TOYS & GAMES,23,"(200,)",False,D. Gottlieb ws the company that introduced the first one with “flippers” in 1947,pinball machine,0,0
superjeopardy_10,1990-08-18,Super Jeopardy! quarterfinal game 8.,Jeopardy,"(4, 1)",FAMOUS NAMES,10,"(200,)",False,"This aviator & aircraft manufacturer died in an airplane en route to Texas April 5, 1976",Howard Hughes,0,0
superjeopardy_10,1990-08-18,Super Jeopardy! quarterfinal game 8.,Jeopardy,"(5, 1)",THE MOVIES,2,"(200,)",False,Edmund Gwenn won the 1947 “Best Supoporting Actor” Oscar for his portrayal of Kris Kringle in this film,Miracle on 34th Street,0,0
superjeopardy_10,1990-08-18,Super Jeopardy! quarterfinal game 8.,Jeopardy,"(6, 1)",5-LETTER ANIMALS,21,"(200,)",False,"This “lazy” mammal of South America eats, sleeps & travels upside down in trees",sloth,0,0
superjeopardy_10,1990-08-18,Super Jeopardy! quarterfinal game 8.,Jeopardy,"(1, 2)","""CAT""EGORY",17,"(400,)",False,"It's a tough, thin cord used for  stringing musical instruments & tennis rackets",catgut,0,0
superjeopardy_10,1990-08-18,Super Jeopardy! quarterfinal game 8.,Jeopardy,"(2, 2)",SEAS,3,"(400,)",False,The Chinese call this sea the Hwang Hai,Yellow Sea,0,0
superjeopardy_10,1990-08-18,Super Jeopardy! quarterfinal game 8.,Jeopardy,"(3, 2)",TOYS & GAMES,27,"(400,)",False,"If you can do the “sleeper” or go “walking the dog”, you're proficient with this toy",yo-yo,0,0
superjeopardy_10,1990-08-18,Super Jeopardy! quarterfinal game 8.,Jeopardy,"(4, 2)",FAMOUS NAMES,11,"(400,)",False,In 1922  she published her book on etiquette aftr reading one that was riddled with errors,Emily Post,0,0
superjeopardy_10,1990-08-18,Super Jeopardy! quarterfinal game 8.,Jeopardy,"(5, 2)",THE MOVIES,5,"(1000,)",True,"[Video] It was filmed in Mexico by a Dutch director with an Austrian star [Video: Sharon Stone changes the view on a window with a touch and Arnold Schwarzenegger says, “Let's move to Mars.”]",Total Recall,0,0
superjeopardy_10,1990-08-18,Super Jeopardy! quarterfinal game 8.,Jeopardy,"(6, 2)",5-LETTER ANIMALS,22,"(400,)",False,The giant variety of this sea mollusk may grow to  55 feet long,squid,0,0
superjeopardy_10,1990-08-18,Super Jeopardy! quarterfinal game 8.,Jeopardy,"(1, 3)","""CAT""EGORY",18,"(600,)",False,"A raftlike pleasure boat with 2 hulls, it can be powered by sail or motor",catamaran,0,0
superjeopardy_10,1990-08-18,Super Jeopardy! quarterfinal game 8.,Jeopardy,"(2, 3)",SEAS,4,"(600,)",False,In 1969 oil was struck in the Efofisk Field in Norway's sector of this sea,North Sea,0,0
superjeopardy_10,1990-08-18,Super Jeopardy! quarterfinal game 8.,Jeopardy,"(3, 3)",TOYS & GAMES,28,"(600,)",False,The word game in which the loser goes to the gallows,hangman,0,0
