epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
cwcpi_2,2024-01-12,"2024 Champions Wildcard play-in game 2.
Game entered from TuneIn audio presentation.",Jeopardy,"(1, 1)",JUST DESERTS,25,"(200,)",False,"In this Bible book, the children of Israel ""were departed from Rephidim, and were come to the Desert of Sinai""",Exodus,0,0
cwcpi_2,2024-01-12,"2024 Champions Wildcard play-in game 2.
Game entered from TuneIn audio presentation.",Jeopardy,"(2, 1)",NBA HISTORY,26,"(200,)",False,In the 1990s this Chicago Bulls guard was the MVP of the NBA Finals a record 6 times,Jordan,0,0
cwcpi_2,2024-01-12,"2024 Champions Wildcard play-in game 2.
Game entered from TuneIn audio presentation.",Jeopardy,"(3, 1)",KIDDY LIT,27,"(200,)",False,"This 1885 book is subtitled ""Tom Sawyer's Comrade""",Huckleberry Finn,0,0
cwcpi_2,2024-01-12,"2024 Champions Wildcard play-in game 2.
Game entered from TuneIn audio presentation.",Jeopardy,"(4, 1)",NICKNAMES,28,"(200,)",False,"Referring to the extensive quarries there, it's ""the Granite State""",New Hampshire,0,0
cwcpi_2,2024-01-12,"2024 Champions Wildcard play-in game 2.
Game entered from TuneIn audio presentation.",Jeopardy,"(5, 1)",COLLEGES & UNIVERSITIES,29,"(200,)",False,In 1919 this school was established as the Southern Branch of the University of California,UCLA,0,0
cwcpi_2,2024-01-12,"2024 Champions Wildcard play-in game 2.
Game entered from TuneIn audio presentation.",Jeopardy,"(6, 1)","MINING FOR ""ORE""",30,"(200,)",False,It's a vibration of the soft palate while you sleep,snore,0,0
cwcpi_2,2024-01-12,"2024 Champions Wildcard play-in game 2.
Game entered from TuneIn audio presentation.",Jeopardy,"(1, 2)",JUST DESERTS,24,"(400,)",False,The barchan type of this is crescent-shaped & is formed by a constant wind coming from one direction,a sand dune,0,0
cwcpi_2,2024-01-12,"2024 Champions Wildcard play-in game 2.
Game entered from TuneIn audio presentation.",Jeopardy,"(2, 2)",NBA HISTORY,5,"(400,)",False,In June 2002 this Lakers coach became the all-time leader in playoff victories by winning his 156th game,Phil Jackson,0,0
cwcpi_2,2024-01-12,"2024 Champions Wildcard play-in game 2.
Game entered from TuneIn audio presentation.",Jeopardy,"(3, 2)",KIDDY LIT,23,"(400,)",False,"In a J.M. Barrie play, she & her brothers Michael & John get sprinkled with fairy dust & fly off into the night",Wendy,0,0
cwcpi_2,2024-01-12,"2024 Champions Wildcard play-in game 2.
Game entered from TuneIn audio presentation.",Jeopardy,"(4, 2)",NICKNAMES,22,"(400,)",False,"King Louis XIV was known as ""Louis the Great"", ""Louis the Grand Monarch"" & ""Le Roi Soleil"", meaning this",Sun King,0,0
cwcpi_2,2024-01-12,"2024 Champions Wildcard play-in game 2.
Game entered from TuneIn audio presentation.",Jeopardy,"(5, 2)",COLLEGES & UNIVERSITIES,12,"(400,)",False,Colleges in this state include Black Hills State University & Oglala Lakota College,South Dakota,0,0
